Round,Race,Date,TrackType,Driver,DriverCode,DriverNumber,Team,GridPosition,Position,Points,Status,Time,QualifyingPosition,Season,GlobalRound
1,Australia,2025-03-16,balanced,L NORRIS,NOR,4,McLaren,1.0,1.0,25.0,Finished,0 days 01:42:06.304000,1.0,2025,1
1,Australia,2025-03-16,balanced,M VERSTAPPEN,VER,1,Red Bull Racing,3.0,2.0,18.0,Finished,0 days 00:00:00.895000,3.0,2025,1
1,Australia,2025-03-16,balanced,G RUSSELL,RUS,63,Mercedes,4.0,3.0,15.0,Finished,0 days 00:00:08.481000,4.0,2025,1
1,Australia,2025-03-16,balanced,A ANTONELLI,ANT,12,Mercedes,16.0,4.0,12.0,Finished,0 days 00:00:10.135000,16.0,2025,1
1,Australia,2025-03-16,balanced,A ALBON,ALB,23,Williams,6.0,5.0,10.0,Finished,0 days 00:00:12.773000,6.0,2025,1
1,Australia,2025-03-16,balanced,L STROLL,STR,18,Aston Martin,13.0,6.0,8.0,Finished,0 days 00:00:17.413000,13.0,2025,1
1,Australia,2025-03-16,balanced,N HULKENBERG,HUL,27,Kick Sauber,17.0,7.0,6.0,Finished,0 days 00:00:18.423000,17.0,2025,1
1,Australia,2025-03-16,balanced,C LECLERC,LEC,16,Ferrari,7.0,8.0,4.0,Finished,0 days 00:00:19.826000,7.0,2025,1
1,Australia,2025-03-16,balanced,O PIASTRI,PIA,81,McLaren,2.0,9.0,2.0,Finished,0 days 00:00:20.448000,2.0,2025,1
1,Australia,2025-03-16,balanced,L HAMILTON,HAM,44,Ferrari,8.0,10.0,1.0,Finished,0 days 00:00:22.473000,8.0,2025,1
1,Australia,2025-03-16,balanced,P GASLY,GAS,10,Alpine,9.0,11.0,0.0,Finished,0 days 00:00:26.502000,9.0,2025,1
1,Australia,2025-03-16,balanced,Y TSUNODA,TSU,22,Racing Bulls,5.0,12.0,0.0,Finished,0 days 00:00:29.884000,5.0,2025,1
1,Australia,2025-03-16,balanced,E OCON,OCO,31,Haas F1 Team,19.0,13.0,0.0,Finished,0 days 00:00:33.161000,19.0,2025,1
1,Australia,2025-03-16,balanced,O BEARMAN,BEA,87,Haas F1 Team,20.0,14.0,0.0,Finished,0 days 00:00:40.351000,20.0,2025,1
1,Australia,2025-03-16,balanced,L LAWSON,LAW,30,Red Bull Racing,18.0,15.0,0.0,Retired,,18.0,2025,1
1,Australia,2025-03-16,balanced,G BORTOLETO,BOR,5,Kick Sauber,15.0,16.0,0.0,Retired,,15.0,2025,1
1,Australia,2025-03-16,balanced,F ALONSO,ALO,14,Aston Martin,12.0,17.0,0.0,Retired,,12.0,2025,1
1,Australia,2025-03-16,balanced,C SAINZ,SAI,55,Williams,10.0,18.0,0.0,Retired,,10.0,2025,1
1,Australia,2025-03-16,balanced,J DOOHAN,DOO,7,Alpine,14.0,19.0,0.0,Retired,,14.0,2025,1
1,Australia,2025-03-16,balanced,I HADJAR,HAD,6,Racing Bulls,11.0,20.0,0.0,Retired,,11.0,2025,1
2,China,2025-03-23,high_speed,O PIASTRI,PIA,81,McLaren,1.0,1.0,25.0,Finished,0 days 01:30:55.026000,1.0,2025,2
2,China,2025-03-23,high_speed,L NORRIS,NOR,4,McLaren,3.0,2.0,18.0,Finished,0 days 00:00:09.748000,3.0,2025,2
2,China,2025-03-23,high_speed,G RUSSELL,RUS,63,Mercedes,2.0,3.0,15.0,Finished,0 days 00:00:11.097000,2.0,2025,2
2,China,2025-03-23,high_speed,M VERSTAPPEN,VER,1,Red Bull Racing,4.0,4.0,12.0,Finished,0 days 00:00:16.656000,4.0,2025,2
2,China,2025-03-23,high_speed,E OCON,OCO,31,Haas F1 Team,11.0,5.0,10.0,Finished,0 days 00:00:49.969000,11.0,2025,2
2,China,2025-03-23,high_speed,K ANTONELLI,ANT,12,Mercedes,8.0,6.0,8.0,Finished,0 days 00:00:53.748000,8.0,2025,2
2,China,2025-03-23,high_speed,A ALBON,ALB,23,Williams,10.0,7.0,6.0,Finished,0 days 00:00:56.321000,10.0,2025,2
2,China,2025-03-23,high_speed,O BEARMAN,BEA,87,Haas F1 Team,17.0,8.0,4.0,Finished,0 days 00:01:01.303000,17.0,2025,2
2,China,2025-03-23,high_speed,L STROLL,STR,18,Aston Martin,14.0,9.0,2.0,Finished,0 days 00:01:10.204000,14.0,2025,2
2,China,2025-03-23,high_speed,C SAINZ,SAI,55,Williams,15.0,10.0,1.0,Finished,0 days 00:01:16.387000,15.0,2025,2
2,China,2025-03-23,high_speed,I HADJAR,HAD,6,Racing Bulls,7.0,11.0,0.0,Finished,0 days 00:01:18.875000,7.0,2025,2
2,China,2025-03-23,high_speed,L LAWSON,LAW,30,Red Bull Racing,20.0,12.0,0.0,Finished,0 days 00:01:21.147000,20.0,2025,2
2,China,2025-03-23,high_speed,J DOOHAN,DOO,7,Alpine,18.0,13.0,0.0,Finished,0 days 00:01:28.401000,18.0,2025,2
2,China,2025-03-23,high_speed,G BORTOLETO,BOR,5,Kick Sauber,19.0,14.0,0.0,Lapped,0 days 00:00:10.756000,19.0,2025,2
2,China,2025-03-23,high_speed,N HULKENBERG,HUL,27,Kick Sauber,12.0,15.0,0.0,Lapped,0 days 00:00:20.226000,12.0,2025,2
2,China,2025-03-23,high_speed,Y TSUNODA,TSU,22,Racing Bulls,9.0,16.0,0.0,Lapped,0 days 00:00:23.511000,9.0,2025,2
2,China,2025-03-23,high_speed,F ALONSO,ALO,14,Aston Martin,13.0,17.0,0.0,Retired,,13.0,2025,2
2,China,2025-03-23,high_speed,C LECLERC,LEC,16,Ferrari,6.0,18.0,0.0,Disqualified,,6.0,2025,2
2,China,2025-03-23,high_speed,L HAMILTON,HAM,44,Ferrari,5.0,19.0,0.0,Disqualified,,5.0,2025,2
2,China,2025-03-23,high_speed,P GASLY,GAS,10,Alpine,16.0,20.0,0.0,Disqualified,,16.0,2025,2
3,Japan,2025-04-06,technical,M VERSTAPPEN,VER,1,Red Bull Racing,1.0,1.0,25.0,Finished,0 days 01:22:06.983000,1.0,2025,3
3,Japan,2025-04-06,technical,L NORRIS,NOR,4,McLaren,2.0,2.0,18.0,Finished,0 days 00:00:01.423000,2.0,2025,3
3,Japan,2025-04-06,technical,O PIASTRI,PIA,81,McLaren,3.0,3.0,15.0,Finished,0 days 00:00:02.129000,3.0,2025,3
3,Japan,2025-04-06,technical,C LECLERC,LEC,16,Ferrari,4.0,4.0,12.0,Finished,0 days 00:00:16.097000,4.0,2025,3
3,Japan,2025-04-06,technical,G RUSSELL,RUS,63,Mercedes,5.0,5.0,10.0,Finished,0 days 00:00:17.362000,5.0,2025,3
3,Japan,2025-04-06,technical,K ANTONELLI,ANT,12,Mercedes,6.0,6.0,8.0,Finished,0 days 00:00:18.671000,6.0,2025,3
3,Japan,2025-04-06,technical,L HAMILTON,HAM,44,Ferrari,8.0,7.0,6.0,Finished,0 days 00:00:29.182000,8.0,2025,3
3,Japan,2025-04-06,technical,I HADJAR,HAD,6,Racing Bulls,7.0,8.0,4.0,Finished,0 days 00:00:37.134000,7.0,2025,3
3,Japan,2025-04-06,technical,A ALBON,ALB,23,Williams,9.0,9.0,2.0,Finished,0 days 00:00:40.367000,9.0,2025,3
3,Japan,2025-04-06,technical,O BEARMAN,BEA,87,Haas F1 Team,10.0,10.0,1.0,Finished,0 days 00:00:54.529000,10.0,2025,3
3,Japan,2025-04-06,technical,F ALONSO,ALO,14,Aston Martin,12.0,11.0,0.0,Finished,0 days 00:00:57.333000,13.0,2025,3
3,Japan,2025-04-06,technical,Y TSUNODA,TSU,22,Red Bull Racing,14.0,12.0,0.0,Finished,0 days 00:00:58.401000,15.0,2025,3
3,Japan,2025-04-06,technical,P GASLY,GAS,10,Alpine,11.0,13.0,0.0,Finished,0 days 00:01:02.122000,11.0,2025,3
3,Japan,2025-04-06,technical,C SAINZ,SAI,55,Williams,15.0,14.0,0.0,Finished,0 days 00:01:14.129000,12.0,2025,3
3,Japan,2025-04-06,technical,J DOOHAN,DOO,7,Alpine,19.0,15.0,0.0,Finished,0 days 00:01:21.314000,19.0,2025,3
3,Japan,2025-04-06,technical,N HULKENBERG,HUL,27,Kick Sauber,16.0,16.0,0.0,Finished,0 days 00:01:21.957000,16.0,2025,3
3,Japan,2025-04-06,technical,L LAWSON,LAW,30,Racing Bulls,13.0,17.0,0.0,Finished,0 days 00:01:22.734000,14.0,2025,3
3,Japan,2025-04-06,technical,E OCON,OCO,31,Haas F1 Team,18.0,18.0,0.0,Finished,0 days 00:01:23.438000,18.0,2025,3
3,Japan,2025-04-06,technical,G BORTOLETO,BOR,5,Kick Sauber,17.0,19.0,0.0,Finished,0 days 00:01:23.897000,17.0,2025,3
3,Japan,2025-04-06,technical,L STROLL,STR,18,Aston Martin,20.0,20.0,0.0,Lapped,0 days 00:00:12.929000,20.0,2025,3
4,Bahrain,2025-04-13,high_speed,O PIASTRI,PIA,81,McLaren,1.0,1.0,25.0,Finished,0 days 01:35:39.435000,1.0,2025,4
4,Bahrain,2025-04-13,high_speed,G RUSSELL,RUS,63,Mercedes,3.0,2.0,18.0,Finished,0 days 00:00:15.499000,2.0,2025,4
4,Bahrain,2025-04-13,high_speed,L NORRIS,NOR,4,McLaren,6.0,3.0,15.0,Finished,0 days 00:00:16.273000,6.0,2025,4
4,Bahrain,2025-04-13,high_speed,C LECLERC,LEC,16,Ferrari,2.0,4.0,12.0,Finished,0 days 00:00:19.679000,3.0,2025,4
4,Bahrain,2025-04-13,high_speed,L HAMILTON,HAM,44,Ferrari,9.0,5.0,10.0,Finished,0 days 00:00:27.993000,9.0,2025,4
4,Bahrain,2025-04-13,high_speed,M VERSTAPPEN,VER,1,Red Bull Racing,7.0,6.0,8.0,Finished,0 days 00:00:34.395000,7.0,2025,4
4,Bahrain,2025-04-13,high_speed,P GASLY,GAS,10,Alpine,4.0,7.0,6.0,Finished,0 days 00:00:36.002000,5.0,2025,4
4,Bahrain,2025-04-13,high_speed,E OCON,OCO,31,Haas F1 Team,14.0,8.0,4.0,Finished,0 days 00:00:44.244000,14.0,2025,4
4,Bahrain,2025-04-13,high_speed,Y TSUNODA,TSU,22,Red Bull Racing,10.0,9.0,2.0,Finished,0 days 00:00:45.061000,10.0,2025,4
4,Bahrain,2025-04-13,high_speed,O BEARMAN,BEA,87,Haas F1 Team,20.0,10.0,1.0,Finished,0 days 00:00:47.594000,20.0,2025,4
4,Bahrain,2025-04-13,high_speed,K ANTONELLI,ANT,12,Mercedes,5.0,11.0,0.0,Finished,0 days 00:00:48.016000,4.0,2025,4
4,Bahrain,2025-04-13,high_speed,A ALBON,ALB,23,Williams,15.0,12.0,0.0,Finished,0 days 00:00:48.839000,15.0,2025,4
4,Bahrain,2025-04-13,high_speed,I HADJAR,HAD,6,Racing Bulls,12.0,13.0,0.0,Finished,0 days 00:00:56.314000,12.0,2025,4
4,Bahrain,2025-04-13,high_speed,J DOOHAN,DOO,7,Alpine,11.0,14.0,0.0,Finished,0 days 00:00:57.806000,11.0,2025,4
4,Bahrain,2025-04-13,high_speed,F ALONSO,ALO,14,Aston Martin,13.0,15.0,0.0,Finished,0 days 00:01:00.340000,13.0,2025,4
4,Bahrain,2025-04-13,high_speed,L LAWSON,LAW,30,Racing Bulls,17.0,16.0,0.0,Finished,0 days 00:01:04.435000,17.0,2025,4
4,Bahrain,2025-04-13,high_speed,L STROLL,STR,18,Aston Martin,19.0,17.0,0.0,Finished,0 days 00:01:05.489000,19.0,2025,4
4,Bahrain,2025-04-13,high_speed,G BORTOLETO,BOR,5,Kick Sauber,18.0,18.0,0.0,Finished,0 days 00:01:06.872000,18.0,2025,4
4,Bahrain,2025-04-13,high_speed,C SAINZ,SAI,55,Williams,8.0,19.0,0.0,Retired,,8.0,2025,4
4,Bahrain,2025-04-13,high_speed,N HULKENBERG,HUL,27,Kick Sauber,16.0,20.0,0.0,Disqualified,,16.0,2025,4
5,Saudi Arabia,2025-04-20,high_speed,O PIASTRI,PIA,81,McLaren,2.0,1.0,25.0,Finished,0 days 01:21:06.758000,2.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,M VERSTAPPEN,VER,1,Red Bull Racing,1.0,2.0,18.0,Finished,0 days 00:00:02.843000,1.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,C LECLERC,LEC,16,Ferrari,4.0,3.0,15.0,Finished,0 days 00:00:08.104000,4.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,L NORRIS,NOR,4,McLaren,10.0,4.0,12.0,Finished,0 days 00:00:09.196000,10.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,G RUSSELL,RUS,63,Mercedes,3.0,5.0,10.0,Finished,0 days 00:00:27.236000,3.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,K ANTONELLI,ANT,12,Mercedes,5.0,6.0,8.0,Finished,0 days 00:00:34.688000,5.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,L HAMILTON,HAM,44,Ferrari,7.0,7.0,6.0,Finished,0 days 00:00:39.073000,7.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,C SAINZ,SAI,55,Williams,6.0,8.0,4.0,Finished,0 days 00:01:04.630000,6.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,A ALBON,ALB,23,Williams,11.0,9.0,2.0,Finished,0 days 00:01:06.515000,11.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,I HADJAR,HAD,6,Racing Bulls,14.0,10.0,1.0,Finished,0 days 00:01:07.091000,14.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,F ALONSO,ALO,14,Aston Martin,13.0,11.0,0.0,Finished,0 days 00:01:15.917000,13.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,L LAWSON,LAW,30,Racing Bulls,12.0,12.0,0.0,Finished,0 days 00:01:18.451000,12.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,O BEARMAN,BEA,87,Haas F1 Team,15.0,13.0,0.0,Finished,0 days 00:01:19.194000,15.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,E OCON,OCO,31,Haas F1 Team,19.0,14.0,0.0,Finished,0 days 00:01:39.723000,19.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,N HULKENBERG,HUL,27,Kick Sauber,18.0,15.0,0.0,Lapped,0 days 00:00:04.609000,18.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,L STROLL,STR,18,Aston Martin,16.0,16.0,0.0,Lapped,0 days 00:00:05.527000,16.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,J DOOHAN,DOO,7,Alpine,17.0,17.0,0.0,Lapped,0 days 00:00:19.264000,17.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,G BORTOLETO,BOR,5,Kick Sauber,20.0,18.0,0.0,Lapped,0 days 00:00:19.306000,20.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,Y TSUNODA,TSU,22,Red Bull Racing,8.0,19.0,0.0,Retired,,8.0,2025,5
5,Saudi Arabia,2025-04-20,high_speed,P GASLY,GAS,10,Alpine,9.0,20.0,0.0,Retired,,9.0,2025,5
6,Miami,2025-05-04,high_speed,O PIASTRI,PIA,81,McLaren,4.0,1.0,25.0,Finished,0 days 01:28:51.587000,4.0,2025,6
6,Miami,2025-05-04,high_speed,L NORRIS,NOR,4,McLaren,2.0,2.0,18.0,Finished,0 days 00:00:04.630000,2.0,2025,6
6,Miami,2025-05-04,high_speed,G RUSSELL,RUS,63,Mercedes,5.0,3.0,15.0,Finished,0 days 00:00:37.644000,5.0,2025,6
6,Miami,2025-05-04,high_speed,M VERSTAPPEN,VER,1,Red Bull Racing,1.0,4.0,12.0,Finished,0 days 00:00:39.956000,1.0,2025,6
6,Miami,2025-05-04,high_speed,A ALBON,ALB,23,Williams,7.0,5.0,10.0,Finished,0 days 00:00:48.067000,7.0,2025,6
6,Miami,2025-05-04,high_speed,K ANTONELLI,ANT,12,Mercedes,3.0,6.0,8.0,Finished,0 days 00:00:55.502000,3.0,2025,6
6,Miami,2025-05-04,high_speed,C LECLERC,LEC,16,Ferrari,8.0,7.0,6.0,Finished,0 days 00:00:57.036000,8.0,2025,6
6,Miami,2025-05-04,high_speed,L HAMILTON,HAM,44,Ferrari,12.0,8.0,4.0,Finished,0 days 00:01:00.186000,12.0,2025,6
6,Miami,2025-05-04,high_speed,C SAINZ,SAI,55,Williams,6.0,9.0,2.0,Finished,0 days 00:01:00.577000,6.0,2025,6
6,Miami,2025-05-04,high_speed,Y TSUNODA,TSU,22,Red Bull Racing,10.0,10.0,1.0,Finished,0 days 00:01:14.434000,10.0,2025,6
6,Miami,2025-05-04,high_speed,I HADJAR,HAD,6,Racing Bulls,11.0,11.0,0.0,Finished,0 days 00:01:14.602000,11.0,2025,6
6,Miami,2025-05-04,high_speed,E OCON,OCO,31,Haas F1 Team,9.0,12.0,0.0,Finished,0 days 00:01:22.006000,9.0,2025,6
6,Miami,2025-05-04,high_speed,P GASLY,GAS,10,Alpine,20.0,13.0,0.0,Finished,0 days 00:01:30.445000,18.0,2025,6
6,Miami,2025-05-04,high_speed,N HULKENBERG,HUL,27,Kick Sauber,16.0,14.0,0.0,Lapped,0 days 00:00:01.155000,16.0,2025,6
6,Miami,2025-05-04,high_speed,F ALONSO,ALO,14,Aston Martin,17.0,15.0,0.0,Lapped,0 days 00:00:20.979000,17.0,2025,6
6,Miami,2025-05-04,high_speed,L STROLL,STR,18,Aston Martin,18.0,16.0,0.0,Lapped,0 days 00:00:25.162000,19.0,2025,6
6,Miami,2025-05-04,high_speed,L LAWSON,LAW,30,Racing Bulls,15.0,17.0,0.0,Retired,,15.0,2025,6
6,Miami,2025-05-04,high_speed,G BORTOLETO,BOR,5,Kick Sauber,13.0,18.0,0.0,Retired,,13.0,2025,6
6,Miami,2025-05-04,high_speed,O BEARMAN,BEA,87,Haas F1 Team,19.0,19.0,0.0,Retired,,20.0,2025,6
6,Miami,2025-05-04,high_speed,J DOOHAN,DOO,7,Alpine,14.0,20.0,0.0,Retired,,14.0,2025,6
7,Emilia Romagna,2025-05-18,technical,M VERSTAPPEN,VER,1,Red Bull Racing,2.0,1.0,25.0,Finished,0 days 01:31:33.199000,2.0,2025,7
7,Emilia Romagna,2025-05-18,technical,L NORRIS,NOR,4,McLaren,4.0,2.0,18.0,Finished,0 days 00:00:06.109000,4.0,2025,7
7,Emilia Romagna,2025-05-18,technical,O PIASTRI,PIA,81,McLaren,1.0,3.0,15.0,Finished,0 days 00:00:12.956000,1.0,2025,7
7,Emilia Romagna,2025-05-18,technical,L HAMILTON,HAM,44,Ferrari,12.0,4.0,12.0,Finished,0 days 00:00:14.356000,12.0,2025,7
7,Emilia Romagna,2025-05-18,technical,A ALBON,ALB,23,Williams,7.0,5.0,10.0,Finished,0 days 00:00:17.945000,7.0,2025,7
7,Emilia Romagna,2025-05-18,technical,C LECLERC,LEC,16,Ferrari,11.0,6.0,8.0,Finished,0 days 00:00:20.774000,11.0,2025,7
7,Emilia Romagna,2025-05-18,technical,G RUSSELL,RUS,63,Mercedes,3.0,7.0,6.0,Finished,0 days 00:00:22.034000,3.0,2025,7
7,Emilia Romagna,2025-05-18,technical,C SAINZ,SAI,55,Williams,6.0,8.0,4.0,Finished,0 days 00:00:22.898000,6.0,2025,7
7,Emilia Romagna,2025-05-18,technical,I HADJAR,HAD,6,Racing Bulls,9.0,9.0,2.0,Finished,0 days 00:00:23.586000,9.0,2025,7
7,Emilia Romagna,2025-05-18,technical,Y TSUNODA,TSU,22,Red Bull Racing,20.0,10.0,1.0,Finished,0 days 00:00:26.446000,20.0,2025,7
7,Emilia Romagna,2025-05-18,technical,F ALONSO,ALO,14,Aston Martin,5.0,11.0,0.0,Finished,0 days 00:00:27.250000,5.0,2025,7
7,Emilia Romagna,2025-05-18,technical,N HULKENBERG,HUL,27,Kick Sauber,17.0,12.0,0.0,Finished,0 days 00:00:30.296000,17.0,2025,7
7,Emilia Romagna,2025-05-18,technical,P GASLY,GAS,10,Alpine,10.0,13.0,0.0,Finished,0 days 00:00:31.424000,10.0,2025,7
7,Emilia Romagna,2025-05-18,technical,L LAWSON,LAW,30,Racing Bulls,15.0,14.0,0.0,Finished,0 days 00:00:32.511000,16.0,2025,7
7,Emilia Romagna,2025-05-18,technical,L STROLL,STR,18,Aston Martin,8.0,15.0,0.0,Finished,0 days 00:00:32.993000,8.0,2025,7
7,Emilia Romagna,2025-05-18,technical,F COLAPINTO,COL,43,Alpine,16.0,16.0,0.0,Finished,0 days 00:00:33.411000,15.0,2025,7
7,Emilia Romagna,2025-05-18,technical,O BEARMAN,BEA,87,Haas F1 Team,19.0,17.0,0.0,Finished,0 days 00:00:33.808000,19.0,2025,7
7,Emilia Romagna,2025-05-18,technical,G BORTOLETO,BOR,5,Kick Sauber,14.0,18.0,0.0,Finished,0 days 00:00:38.572000,14.0,2025,7
7,Emilia Romagna,2025-05-18,technical,K ANTONELLI,ANT,12,Mercedes,13.0,19.0,0.0,Retired,,13.0,2025,7
7,Emilia Romagna,2025-05-18,technical,E OCON,OCO,31,Haas F1 Team,18.0,20.0,0.0,Retired,,18.0,2025,7
8,Monaco,2025-05-25,technical,L NORRIS,NOR,4,McLaren,1.0,1.0,25.0,Finished,0 days 01:40:33.843000,1.0,2025,8
8,Monaco,2025-05-25,technical,C LECLERC,LEC,16,Ferrari,2.0,2.0,18.0,Finished,0 days 00:00:03.131000,2.0,2025,8
8,Monaco,2025-05-25,technical,O PIASTRI,PIA,81,McLaren,3.0,3.0,15.0,Finished,0 days 00:00:03.658000,3.0,2025,8
8,Monaco,2025-05-25,technical,M VERSTAPPEN,VER,1,Red Bull Racing,4.0,4.0,12.0,Finished,0 days 00:00:20.572000,5.0,2025,8
8,Monaco,2025-05-25,technical,L HAMILTON,HAM,44,Ferrari,7.0,5.0,10.0,Finished,0 days 00:00:51.387000,4.0,2025,8
8,Monaco,2025-05-25,technical,I HADJAR,HAD,6,Racing Bulls,5.0,6.0,8.0,Lapped,0 days 00:01:05.082000,6.0,2025,8
8,Monaco,2025-05-25,technical,E OCON,OCO,31,Haas F1 Team,8.0,7.0,6.0,Lapped,0 days 00:01:06.029000,8.0,2025,8
8,Monaco,2025-05-25,technical,L LAWSON,LAW,30,Racing Bulls,9.0,8.0,4.0,Lapped,0 days 00:01:06.746000,9.0,2025,8
8,Monaco,2025-05-25,technical,A ALBON,ALB,23,Williams,10.0,9.0,2.0,Lapped,0 days 00:00:11.869000,10.0,2025,8
8,Monaco,2025-05-25,technical,C SAINZ,SAI,55,Williams,11.0,10.0,1.0,Lapped,0 days 00:00:15.232000,11.0,2025,8
8,Monaco,2025-05-25,technical,G RUSSELL,RUS,63,Mercedes,14.0,11.0,0.0,Lapped,0 days 00:00:33.844000,14.0,2025,8
8,Monaco,2025-05-25,technical,O BEARMAN,BEA,87,Haas F1 Team,20.0,12.0,0.0,Lapped,0 days 00:00:54.693000,17.0,2025,8
8,Monaco,2025-05-25,technical,F COLAPINTO,COL,43,Alpine,18.0,13.0,0.0,Lapped,0 days 00:00:57.114000,20.0,2025,8
8,Monaco,2025-05-25,technical,G BORTOLETO,BOR,5,Kick Sauber,16.0,14.0,0.0,Lapped,0 days 00:01:08.424000,16.0,2025,8
8,Monaco,2025-05-25,technical,L STROLL,STR,18,Aston Martin,19.0,15.0,0.0,Lapped,0 days 00:01:10.395000,19.0,2025,8
8,Monaco,2025-05-25,technical,N HULKENBERG,HUL,27,Kick Sauber,13.0,16.0,0.0,Lapped,0 days 00:01:11.544000,13.0,2025,8
8,Monaco,2025-05-25,technical,Y TSUNODA,TSU,22,Red Bull Racing,12.0,17.0,0.0,Lapped,0 days 00:01:11.849000,12.0,2025,8
8,Monaco,2025-05-25,technical,K ANTONELLI,ANT,12,Mercedes,15.0,18.0,0.0,Lapped,0 days 00:00:08.409000,15.0,2025,8
8,Monaco,2025-05-25,technical,F ALONSO,ALO,14,Aston Martin,6.0,19.0,0.0,Retired,,7.0,2025,8
8,Monaco,2025-05-25,technical,P GASLY,GAS,10,Alpine,17.0,20.0,0.0,Retired,,18.0,2025,8
9,Spain,2025-06-01,balanced,O PIASTRI,PIA,81,McLaren,1.0,1.0,25.0,Finished,0 days 01:32:57.375000,1.0,2025,9
9,Spain,2025-06-01,balanced,L NORRIS,NOR,4,McLaren,2.0,2.0,18.0,Finished,0 days 00:00:02.471000,2.0,2025,9
9,Spain,2025-06-01,balanced,C LECLERC,LEC,16,Ferrari,7.0,3.0,15.0,Finished,0 days 00:00:10.455000,7.0,2025,9
9,Spain,2025-06-01,balanced,G RUSSELL,RUS,63,Mercedes,4.0,4.0,12.0,Finished,0 days 00:00:11.359000,4.0,2025,9
9,Spain,2025-06-01,balanced,N HULKENBERG,HUL,27,Kick Sauber,15.0,5.0,10.0,Finished,0 days 00:00:13.648000,16.0,2025,9
9,Spain,2025-06-01,balanced,L HAMILTON,HAM,44,Ferrari,5.0,6.0,8.0,Finished,0 days 00:00:15.508000,5.0,2025,9
9,Spain,2025-06-01,balanced,I HADJAR,HAD,6,Racing Bulls,9.0,7.0,6.0,Finished,0 days 00:00:16.022000,9.0,2025,9
9,Spain,2025-06-01,balanced,P GASLY,GAS,10,Alpine,8.0,8.0,4.0,Finished,0 days 00:00:17.882000,8.0,2025,9
9,Spain,2025-06-01,balanced,F ALONSO,ALO,14,Aston Martin,10.0,9.0,2.0,Finished,0 days 00:00:21.564000,10.0,2025,9
9,Spain,2025-06-01,balanced,M VERSTAPPEN,VER,1,Red Bull Racing,3.0,10.0,1.0,Finished,0 days 00:00:21.826000,3.0,2025,9
9,Spain,2025-06-01,balanced,L LAWSON,LAW,30,Racing Bulls,13.0,11.0,0.0,Finished,0 days 00:00:25.532000,13.0,2025,9
9,Spain,2025-06-01,balanced,G BORTOLETO,BOR,5,Kick Sauber,12.0,12.0,0.0,Finished,0 days 00:00:25.996000,12.0,2025,9
9,Spain,2025-06-01,balanced,Y TSUNODA,TSU,22,Red Bull Racing,19.0,13.0,0.0,Finished,0 days 00:00:28.822000,20.0,2025,9
9,Spain,2025-06-01,balanced,C SAINZ,SAI,55,Williams,17.0,14.0,0.0,Finished,0 days 00:00:29.309000,18.0,2025,9
9,Spain,2025-06-01,balanced,F COLAPINTO,COL,43,Alpine,18.0,15.0,0.0,Finished,0 days 00:00:31.381000,19.0,2025,9
9,Spain,2025-06-01,balanced,E OCON,OCO,31,Haas F1 Team,16.0,16.0,0.0,Finished,0 days 00:00:32.197000,17.0,2025,9
9,Spain,2025-06-01,balanced,O BEARMAN,BEA,87,Haas F1 Team,14.0,17.0,0.0,Finished,0 days 00:00:37.065000,15.0,2025,9
9,Spain,2025-06-01,balanced,K ANTONELLI,ANT,12,Mercedes,6.0,18.0,0.0,Retired,,6.0,2025,9
9,Spain,2025-06-01,balanced,A ALBON,ALB,23,Williams,11.0,19.0,0.0,Retired,,11.0,2025,9
10,Canada,2025-06-15,balanced,G RUSSELL,RUS,63,Mercedes,1.0,1.0,25.0,Finished,0 days 01:31:52.688000,1.0,2025,10
10,Canada,2025-06-15,balanced,M VERSTAPPEN,VER,1,Red Bull Racing,2.0,2.0,18.0,Finished,0 days 00:00:00.228000,2.0,2025,10
10,Canada,2025-06-15,balanced,K ANTONELLI,ANT,12,Mercedes,4.0,3.0,15.0,Finished,0 days 00:00:01.014000,4.0,2025,10
10,Canada,2025-06-15,balanced,O PIASTRI,PIA,81,McLaren,3.0,4.0,12.0,Finished,0 days 00:00:02.109000,3.0,2025,10
10,Canada,2025-06-15,balanced,C LECLERC,LEC,16,Ferrari,8.0,5.0,10.0,Finished,0 days 00:00:03.442000,8.0,2025,10
10,Canada,2025-06-15,balanced,L HAMILTON,HAM,44,Ferrari,5.0,6.0,8.0,Finished,0 days 00:00:10.713000,5.0,2025,10
